Movie Name\tDirector\tGenre\tYear\tRating\tCast Members
Oppenheimer\tChristopher Nolan\tBiography, Drama, History\t2023\t8.4\tCillian Murphy, Emily Blunt, Matt Damon\nBarbie\tGreta Gerwig\tAdventure, Comedy, Fantasy\t2023\t6.9\tMargot Robbie, Ryan Gosling, Issa Rae\nBob Marley: One Love\tReinaldo Marcus Green\tBiography, Drama, Music\t2024\t6.5\tKingsley Ben-Adir, Lashana Lynch, James Norton\nInsidious: The Red Door\tPatrick Wilson\tHorror, Mystery, Thriller\t2023\t5.5\tTy Simpkins, Patrick Wilson, Rose Byrne\nInsidious: The Last Key\tAdam Robitel\tHorror, Mystery, Thriller\t2018\t5.7\tLin Shaye, Leigh Whannell, Angus Sampson\n
